,Strain,Site,Project,Species,Host.family..plant..or.order.or.class..lichen.,Plant.or.Lichen.host,Site.Host,RICHNESS,ln_richness,Location,Habitat,Latitude,Longitude,Mean_annual_temperature,Mean_precipitation_driest_quarter,Mean_precipitation_wettest_quarter,Mean_annual_precipitation
124,DF0036,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
125,DF0037,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
126,DF0038,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
127,DF0039,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
128,DF0040,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
129,DF0041,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
130,DF0042,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
131,DF0043,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
132,DF0044,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
133,DF0045,Sierra Prieta,Arizona,Quercus turbinella,Fagaceae,Plant-angiosperm,Sierra Prieta_Plant-angiosperm,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
134,DF0046,Sierra Prieta,Arizona,Quercus turbinella,Fagaceae,Plant-angiosperm,Sierra Prieta_Plant-angiosperm,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
135,DF0047,Sierra Prieta,Arizona,Quercus turbinella,Fagaceae,Plant-angiosperm,Sierra Prieta_Plant-angiosperm,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
136,DF0048,Sierra Prieta,Arizona,Quercus turbinella,Fagaceae,Plant-angiosperm,Sierra Prieta_Plant-angiosperm,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
137,DF0049,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
138,DF0050,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
139,DF0051,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
140,DF0052,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
141,DF0053,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
142,DF0055,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
143,DF0056,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
144,DF0057,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
145,DF0058,Sierra Prieta,Arizona,Juniperus deppeana,Cupressaceae,Plant-conifer,Sierra Prieta_Plant-conifer,4,1.386294361,Arizona,Pine/oak/juniper forest,34.59,-112.6,12.3,9,78,39
146,DS0001,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
148,DS0008,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
150,DS0011,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
152,DS0012,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
154,DS0014,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
156,DS0015,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
158,DS0016,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
160,DS0018,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
162,DS0019,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
164,DS0026,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
166,DS0028,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
168,DS0030,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.23,-111.12,20.2,5,62,28
170,DS0047,Tucson Mountains,Arizona,Ephedra trifurca,Ephedraceae,Plant-gnetophyte,Tucson Mountains_Plant-gnetophyte,27,3.295836866,Arizona,Sonoran Desert,32.22,-111.06,20.4,5,60,27
172,EAB115,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
174,EAB116,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
176,EAB117,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
178,EAB118,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
180,EAB119,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
182,EAB120,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
184,EAB121,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
186,EAB122,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
188,EAB124,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
190,EAB125,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
192,EAB126,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
194,EAB127,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
196,EAB128,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
198,EAB129,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
200,EAB130,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
202,EAB131,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
204,EAB132,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
206,EAB133,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
208,EAB134,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
210,EAB135,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
212,EAB136,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
214,EAB137,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
216,EAB138,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
218,EAB140,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
220,EAB142,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
222,EAB143,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
224,EAB144,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
226,EAB145,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
228,EAB146,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
230,EAB148,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
232,EAB149,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
234,EAB150,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
236,EAB151,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
238,EAB152,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
240,EAB153,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
242,EAB154,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
244,EAB155,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
246,EAB156,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
248,EAB157,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
250,EAB158,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
252,EAB159,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
254,EAB160,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
256,EAB162,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
258,EAB165,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
260,EAB166,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
262,EAB167,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
264,EAB168,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
266,EAB169,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
268,EAB170,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
270,EAB171,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
272,EAB172,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
274,EAB173,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
276,EAB174,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
278,EAB175,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
280,EAB176,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
282,EAB177,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
284,EAB178,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
286,EAB179,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
288,EAB180,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
290,EAB181,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
292,EAB182,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
294,EAB183,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
296,EAB184,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
298,EAB185,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
300,EAB186,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
302,EAB187,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
304,EAB188,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
306,EAB189,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
308,EAB190,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
310,EAB192,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
312,EAB193,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
314,EAB194,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
316,EAB195,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
318,EAB196,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
320,EAB197,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
322,EAB198,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
324,EAB199,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
326,EAB200,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
328,EAB201,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
330,EAB202,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
332,EAB203,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
334,EAB204,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
336,EAB210,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
338,EAB211,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
340,EAB213,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
342,EAB215,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
344,EAB216,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
346,EAB217,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
348,EAB219,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
350,EAB220,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.395,-110.705,13.6,11,109,54
352,EAB221,Mt. Lemmon,Arizona,Pinus ponderosa,Pinaceae,Plant-conifer,Mt. Lemmon_Plant-conifer,10,2.302585093,Arizona,Pine/oak/juniper forest,32.44,-110.79,11.7,12,116,58
